Student,Subject,Evaluation_Type,Evaluation_Name,Exercise_Name,Grade
Charlie Johnson,Geography,PRACTICAL_WORK,TP1,Ej5,1
Ivy Cyan,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,5
Mona White,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,6
Dana Teal,English,WRITTEN_EXAM,Primer Parcial,Ej12,2
Jack White,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,1
Olivia Beige,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,2
Mona Gray,Mathematics,PRACTICAL_WORK,TP2,Ej5,8
Hank Davis,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej6,4
Paul Black,Geography,FINAL_PRACTICAL_WORK,TP3,Ej8,1
Mona Green,Art,PRACTICAL_WORK,TP5,Ej1,1
Charlie Teal,Mathematics,WRITTEN_EXAM,Examen Final,Ej8,7
Eve Orange,Biology,WRITTEN_EXAM,Primer Parcial,Ej1,4
Quincy Azure,Mathematics,WRITTEN_EXAM,Examen Final,Ej1,5
Dana Orange,Physics,WRITTEN_EXAM,Segundo Parcial,Ej10,8
Alice Azure,Computer Science,PRACTICAL_WORK,TP4,Ej1,8
Kelly Indigo,Chemistry,PRACTICAL_WORK,TP1,Ej1,7
Bob Yellow,Physics,WRITTEN_EXAM,Examen Final,Ej5,2
Sam Beige,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej3,1
Charlie Blue,Art,PRACTICAL_WORK,TP8,Ej1,4
Bob Teal,Geography,WRITTEN_EXAM,Examen Final,Ej1,7
Eve Teal,Physics,WRITTEN_EXAM,Primer Parcial,Ej2,6
Mona Brown,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej4,6
Olivia Red,Biology,WRITTEN_EXAM,Segundo Parcial,Ej1,6
Paul Davis,Geography,PRACTICAL_WORK,TP4,Ej3,2
Kelly Indigo,Mathematics,PRACTICAL_WORK,TP1,Ej1,3
Hank Cyan,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,4
Liam Violet,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,4
Eve White,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej3,1
Charlie Purple,Mathematics,WRITTEN_EXAM,Examen Final,Ej6,0
Alice Blue,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej4,1
Nick Magenta,Biology,WRITTEN_EXAM,Segundo Parcial,Ej5,7
Kelly Yellow,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej3,8
Grace Purple,Statistics,WRITTEN_EXAM,Examen Final,Ej1,6
Mona Brown,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,4
Rita White,Geography,PRACTICAL_WORK,TP1,Ej3,6
Sam Johnson,English,WRITTEN_EXAM,Primer Parcial,Ej17,3
Nick White,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,5
Charlie Cyan,Biology,WRITTEN_EXAM,Segundo Parcial,Ej10,7
Ivy Red,Art,PRACTICAL_WORK,TP5,Ej1,4
Hank Azure,Sociology,ORAL_EXAM,Segundo Parcial,Ej1,9
Frank Davis,Geography,PRACTICAL_WORK,TP4,Ej4,5
Grace Cyan,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej4,7
Dana Orange,English,WRITTEN_EXAM,Segundo Parcial,Ej19,9
Dana Blue,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej10,9
Frank Beige,Mathematics,WRITTEN_EXAM,Examen Final,Ej7,9
Dana Davis,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,4
Eve Pink,Geography,WRITTEN_EXAM,Examen Final,Ej10,8
Paul Brown,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,1
Olivia Azure,Chemistry,WRITTEN_EXAM,Examen Final,Ej6,9
Liam Pink,Computer Science,PRACTICAL_WORK,TP8,Ej1,4
Nick Beige,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej9,3
Liam Pink,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,8
Quincy Black,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej1,10
Quincy Magenta,Statistics,WRITTEN_EXAM,Examen Final,Ej4,6
Kelly Purple,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,1
Rita Magenta,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,7
Rita Green,Physics,WRITTEN_EXAM,Examen Final,Ej2,1
Ivy Pink,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej2,6
Mona Beige,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,7
Paul White,Mathematics,PRACTICAL_WORK,TP1,Ej3,3
Sam Red,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,9
Quincy Brown,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej4,2
Hank Indigo,English,WRITTEN_EXAM,Segundo Parcial,Ej6,2
Mona Orange,English,WRITTEN_EXAM,Segundo Parcial,Ej10,1
Sam Orange,Biology,WRITTEN_EXAM,Examen Final,Ej7,2
Dana Davis,Mathematics,PRACTICAL_WORK,TP3,Ej3,1
Rita Green,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej3,6
Kelly Azure,Biology,WRITTEN_EXAM,Examen Final,Ej1,4
Liam Beige,Computer Science,PRACTICAL_WORK,TP2,Ej1,8
Grace Green,Statistics,WRITTEN_EXAM,Examen Final,Ej10,6
Alice White,Mathematics,PRACTICAL_WORK,TP3,Ej3,7
Eve Black,Chemistry,WRITTEN_EXAM,Examen Final,Ej5,8
Rita Purple,Physics,WRITTEN_EXAM,Segundo Parcial,Ej10,2
Rita Indigo,Biology,WRITTEN_EXAM,Examen Final,Ej3,10
Bob Magenta,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej3,5
Ivy Yellow,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej4,6
Quincy Johnson,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,1
Nick Johnson,Music,PRACTICAL_WORK,TP4,Ej1,7
Sam Magenta,Physics,FINAL_PRACTICAL_WORK,TP3,Ej3,9
Eve Azure,Physics,PRACTICAL_WORK,TP2,Ej1,0
Dana Green,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,7
Bob Violet,Geography,FINAL_PRACTICAL_WORK,TP3,Ej1,4
Mona Yellow,Biology,WRITTEN_EXAM,Primer Parcial,Ej2,3
Eve Pink,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej4,6
Alice Black,Economics,WRITTEN_EXAM,Primer Parcial,Ej9,2
Kelly Blue,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,1
Quincy Pink,Geography,PRACTICAL_WORK,TP3,Ej3,7
Alice Azure,Psychology,ORAL_EXAM,Segundo Parcial,Ej1,1
Paul Cyan,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,4
Alice Orange,Statistics,WRITTEN_EXAM,Examen Final,Ej9,8
Paul Davis,Economics,WRITTEN_EXAM,Primer Parcial,Ej6,9
Grace Red,English,WRITTEN_EXAM,Segundo Parcial,Ej13,6
Hank Blue,Geography,PRACTICAL_WORK,TP2,Ej5,3
Mona Yellow,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,9
Charlie Green,Art,PRACTICAL_WORK,TP7,Ej1,1
Hank Red,Computer Science,PRACTICAL_WORK,TP2,Ej1,0
Mona Magenta,Music,PRACTICAL_WORK,TP8,Ej1,2
Dana Davis,Biology,WRITTEN_EXAM,Segundo Parcial,Ej7,9
Bob Red,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,3
Alice Gray,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,3
Hank Orange,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej5,4
Eve Green,English,WRITTEN_EXAM,Primer Parcial,Ej15,3
Jack Orange,Physics,WRITTEN_EXAM,Segundo Parcial,Ej9,1
Dana Cyan,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,1
Grace Gray,Economics,WRITTEN_EXAM,Segundo Parcial,Ej5,2
Olivia Azure,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej2,5
Kelly Davis,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej4,1
Bob Yellow,Art,PRACTICAL_WORK,TP8,Ej1,3
Nick Gray,Mathematics,WRITTEN_EXAM,Examen Final,Ej6,6
Dana Black,Physics,WRITTEN_EXAM,Primer Parcial,Ej8,0
Quincy Red,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,5
Ivy Johnson,English,WRITTEN_EXAM,Segundo Parcial,Ej19,3
Charlie Pink,Geography,FINAL_PRACTICAL_WORK,TP3,Ej7,7
Paul Brown,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej7,3
Olivia Purple,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Sam Davis,Mathematics,PRACTICAL_WORK,TP1,Ej5,7
Nick Blue,History,WRITTEN_EXAM,Primer Parcial,Ej1,1
Charlie Beige,Biology,WRITTEN_EXAM,Primer Parcial,Ej1,0
Charlie Gray,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej9,9
Alice White,Mathematics,WRITTEN_EXAM,Examen Final,Ej9,7
Eve Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej11,9
Frank Purple,Geography,PRACTICAL_WORK,TP4,Ej5,7
Eve Johnson,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,6
Dana Green,Physics,WRITTEN_EXAM,Segundo Parcial,Ej1,5
Olivia Yellow,English,WRITTEN_EXAM,Segundo Parcial,Ej7,1
Mona Davis,Biology,WRITTEN_EXAM,Primer Parcial,Ej1,2
Dana Davis,Chemistry,WRITTEN_EXAM,Examen Final,Ej3,4
Kelly Purple,Art,PRACTICAL_WORK,TP7,Ej1,1
Kelly Green,English,WRITTEN_EXAM,Primer Parcial,Ej1,6
Hank Purple,Geography,FINAL_PRACTICAL_WORK,TP3,Ej5,9
Alice Brown,Economics,WRITTEN_EXAM,Primer Parcial,Ej10,8
Dana Indigo,English,WRITTEN_EXAM,Primer Parcial,Ej9,9
Kelly Davis,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,6
Alice Pink,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,3
Frank Beige,Geography,PRACTICAL_WORK,TP4,Ej5,5
Bob Pink,English,WRITTEN_EXAM,Primer Parcial,Ej11,7
Mona Orange,Mathematics,PRACTICAL_WORK,TP3,Ej4,7
Mona Cyan,Mathematics,PRACTICAL_WORK,TP3,Ej4,6
Kelly Cyan,Chemistry,WRITTEN_EXAM,Examen Final,Ej6,2
Mona Azure,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej6,9
Sam Indigo,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej4,4
Kelly Red,Mathematics,WRITTEN_EXAM,Examen Final,Ej9,10
Liam Davis,Chemistry,WRITTEN_EXAM,Examen Final,Ej8,2
Liam Black,Art,PRACTICAL_WORK,TP6,Ej1,1
Hank Violet,Biology,WRITTEN_EXAM,Primer Parcial,Ej6,2
Ivy Black,Statistics,WRITTEN_EXAM,Primer Parcial,Ej5,8
Quincy Indigo,Geography,PRACTICAL_WORK,TP3,Ej1,2
Mona Pink,Geography,PRACTICAL_WORK,TP4,Ej3,0
Eve Pink,Geography,PRACTICAL_WORK,TP1,Ej3,6
Eve Red,Physics,WRITTEN_EXAM,Primer Parcial,Ej6,9
Quincy Orange,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej4,3
Liam Johnson,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,4
Charlie Teal,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,4
Grace Beige,Music,PRACTICAL_WORK,TP2,Ej1,3
Kelly White,Statistics,WRITTEN_EXAM,Examen Final,Ej2,3
Nick Red,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej2,9
Olivia Green,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej7,2
Kelly Green,Biology,WRITTEN_EXAM,Segundo Parcial,Ej4,4
Alice Purple,Geography,PRACTICAL_WORK,TP4,Ej2,4
Quincy White,Biology,WRITTEN_EXAM,Primer Parcial,Ej8,9
Grace Brown,Mathematics,PRACTICAL_WORK,TP2,Ej2,1
Eve Red,Mathematics,PRACTICAL_WORK,TP3,Ej1,8
Nick Pink,Mathematics,PRACTICAL_WORK,TP3,Ej3,5
Dana Johnson,Physics,WRITTEN_EXAM,Primer Parcial,Ej8,2
Rita Red,Geography,PRACTICAL_WORK,TP1,Ej2,8
Liam Violet,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej4,5
Nick Violet,Mathematics,PRACTICAL_WORK,TP2,Ej1,4
Kelly White,Chemistry,WRITTEN_EXAM,Examen Final,Ej8,6
Quincy Johnson,Biology,WRITTEN_EXAM,Primer Parcial,Ej6,8
Nick Red,Physics,WRITTEN_EXAM,Segundo Parcial,Ej3,5
Alice Davis,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,4
Frank Orange,English,WRITTEN_EXAM,Segundo Parcial,Ej7,5
Dana Davis,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,9
Nick Green,Computer Science,PRACTICAL_WORK,TP8,Ej1,6
Nick Violet,Art,PRACTICAL_WORK,TP2,Ej1,9
Rita Johnson,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,5
Paul Magenta,Economics,WRITTEN_EXAM,Examen Final,Ej3,3
Paul Purple,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,10
Charlie Purple,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,1
Bob Blue,Geography,FINAL_PRACTICAL_WORK,TP3,Ej5,6
Eve Gray,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej9,7
Grace Brown,Geography,FINAL_PRACTICAL_WORK,TP3,Ej6,1
Bob Purple,Art,PRACTICAL_WORK,TP9,Ej1,9
Hank Gray,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej9,3
Hank Beige,Geography,PRACTICAL_WORK,TP1,Ej4,3
Nick Pink,English,WRITTEN_EXAM,Primer Parcial,Ej9,3
Grace Beige,Mathematics,WRITTEN_EXAM,Examen Final,Ej4,2
Quincy Orange,Music,PRACTICAL_WORK,TP6,Ej1,3
Liam Yellow,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,5
Dana Black,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej6,8
Hank Violet,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej3,7
Dana Violet,Art,PRACTICAL_WORK,TP6,Ej1,1
Sam Teal,Chemistry,WRITTEN_EXAM,Examen Final,Ej7,10
Sam Red,Economics,WRITTEN_EXAM,Segundo Parcial,Ej9,0
Mona Johnson,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,6
Mona Black,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej8,5
Sam Azure,Geography,PRACTICAL_WORK,TP1,Ej4,9
Frank Azure,Statistics,WRITTEN_EXAM,Primer Parcial,Ej3,7
Eve Violet,Economics,WRITTEN_EXAM,Segundo Parcial,Ej4,7
Charlie Azure,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej5,1
Jack Indigo,Geography,PRACTICAL_WORK,TP3,Ej1,5
Mona Azure,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej8,2
Quincy Cyan,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej1,1
Nick Magenta,Statistics,WRITTEN_EXAM,Examen Final,Ej8,5
Jack Davis,Biology,WRITTEN_EXAM,Segundo Parcial,Ej1,4
Olivia Purple,Geography,WRITTEN_EXAM,Examen Final,Ej2,3
Ivy Pink,Physics,WRITTEN_EXAM,Examen Final,Ej1,2
Charlie Yellow,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej2,3
Paul Brown,Biology,WRITTEN_EXAM,Examen Final,Ej4,5
Jack Magenta,Economics,WRITTEN_EXAM,Segundo Parcial,Ej1,6
Hank Violet,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej5,0
Frank Johnson,Chemistry,PRACTICAL_WORK,TP1,Ej3,8
Jack Pink,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej9,6
Bob Teal,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,1
Ivy Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,9
Ivy Teal,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej4,2
Jack Yellow,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,6
Paul White,History,WRITTEN_EXAM,Primer Parcial,Ej1,0
Mona Davis,Mathematics,PRACTICAL_WORK,TP2,Ej4,4
Alice Green,Music,PRACTICAL_WORK,TP5,Ej1,5
Liam Black,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,5
Hank White,English,WRITTEN_EXAM,Segundo Parcial,Ej11,1
Hank Teal,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,5
Grace Brown,Art,PRACTICAL_WORK,TP8,Ej1,0
Paul Violet,Music,PRACTICAL_WORK,TP1,Ej1,5
Nick Indigo,Chemistry,WRITTEN_EXAM,Examen Final,Ej7,3
Bob Green,Music,PRACTICAL_WORK,TP4,Ej1,4
Mona Red,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,0
Paul Davis,Mathematics,PRACTICAL_WORK,TP1,Ej1,0
Dana Purple,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej7,3
Quincy Azure,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,8
Jack Cyan,Psychology,ORAL_EXAM,Primer Parcial,Ej1,9
Mona Teal,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,1
Alice Indigo,Physics,PRACTICAL_WORK,TP2,Ej5,8
Olivia Yellow,Economics,WRITTEN_EXAM,Examen Final,Ej8,2
Hank Green,Economics,WRITTEN_EXAM,Examen Final,Ej8,4
Dana Black,English,WRITTEN_EXAM,Primer Parcial,Ej14,9
Liam Azure,Art,PRACTICAL_WORK,TP5,Ej1,2
Dana Teal,English,WRITTEN_EXAM,Primer Parcial,Ej11,2
Frank White,Chemistry,PRACTICAL_WORK,TP1,Ej1,2
Hank Purple,Statistics,WRITTEN_EXAM,Examen Final,Ej3,3
Dana Gray,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej3,9
Jack Magenta,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej1,1
Alice Magenta,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej8,6
Frank Magenta,Economics,WRITTEN_EXAM,Primer Parcial,Ej8,5
Dana Red,Biology,WRITTEN_EXAM,Examen Final,Ej6,8
Mona Johnson,Geography,PRACTICAL_WORK,TP1,Ej1,5
Rita Yellow,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej2,3
Kelly White,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,4
Rita Yellow,English,WRITTEN_EXAM,Primer Parcial,Ej12,1
Liam Indigo,Economics,WRITTEN_EXAM,Primer Parcial,Ej7,7
Ivy Azure,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,7
Kelly Brown,Physics,WRITTEN_EXAM,Examen Final,Ej3,8
Eve Green,English,WRITTEN_EXAM,Primer Parcial,Ej14,9
Quincy Cyan,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,9
Alice Davis,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,1
Kelly White,Mathematics,PRACTICAL_WORK,TP1,Ej5,6
Eve White,English,WRITTEN_EXAM,Segundo Parcial,Ej11,2
Charlie Teal,Statistics,WRITTEN_EXAM,Primer Parcial,Ej4,2
Frank Green,English,WRITTEN_EXAM,Segundo Parcial,Ej20,6
Kelly Orange,Music,PRACTICAL_WORK,TP5,Ej1,8
Quincy Davis,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,5
Eve Brown,Physics,PRACTICAL_WORK,TP2,Ej2,3
Hank Pink,Economics,WRITTEN_EXAM,Primer Parcial,Ej4,7
Olivia Cyan,Mathematics,PRACTICAL_WORK,TP2,Ej1,1
Eve Beige,Biology,WRITTEN_EXAM,Primer Parcial,Ej3,6
Rita Davis,English,WRITTEN_EXAM,Segundo Parcial,Ej13,9
Eve Red,Physics,WRITTEN_EXAM,Segundo Parcial,Ej4,2
Grace Brown,Mathematics,WRITTEN_EXAM,Primer Parcial,Ej3,0
Dana Violet,Mathematics,WRITTEN_EXAM,Examen Final,Ej1,8
Jack Magenta,Physics,PRACTICAL_WORK,TP1,Ej5,0
Nick Teal,Physics,WRITTEN_EXAM,Segundo Parcial,Ej10,8
Jack Teal,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej1,8
Grace Indigo,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,6
Liam Red,Music,PRACTICAL_WORK,TP3,Ej1,8
Kelly Teal,Economics,WRITTEN_EXAM,Primer Parcial,Ej5,3
Eve Johnson,Biology,WRITTEN_EXAM,Examen Final,Ej3,6
Mona Gray,Mathematics,PRACTICAL_WORK,TP1,Ej2,4
Grace Blue,Art,PRACTICAL_WORK,TP3,Ej1,4
Nick Purple,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej2,1
Alice Cyan,Geography,PRACTICAL_WORK,TP2,Ej1,8
Ivy Johnson,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej2,2
Jack Orange,Geography,PRACTICAL_WORK,TP2,Ej1,5
Eve Blue,Statistics,WRITTEN_EXAM,Examen Final,Ej8,9
Ivy Red,Music,PRACTICAL_WORK,TP3,Ej1,8
Mona Green,Geography,WRITTEN_EXAM,Examen Final,Ej9,6
Kelly Brown,English,WRITTEN_EXAM,Primer Parcial,Ej13,2
Grace Green,Biology,WRITTEN_EXAM,Segundo Parcial,Ej2,6
Liam Blue,Psychology,ORAL_EXAM,Primer Parcial,Ej1,1
Ivy Purple,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej3,6
Grace Yellow,Mathematics,PRACTICAL_WORK,TP1,Ej3,2
Eve White,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej5,6
Nick Davis,Biology,WRITTEN_EXAM,Primer Parcial,Ej10,0
Hank Azure,Physics,FINAL_PRACTICAL_WORK,TP3,Ej2,8
Grace Magenta,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej7,7
Olivia White,Physics,PRACTICAL_WORK,TP2,Ej2,8
Jack Cyan,Mathematics,PRACTICAL_WORK,TP1,Ej2,4
Dana Blue,Physics,WRITTEN_EXAM,Primer Parcial,Ej4,6
Charlie Indigo,Physics,WRITTEN_EXAM,Examen Final,Ej10,6
Charlie Violet,Biology,WRITTEN_EXAM,Primer Parcial,Ej7,8
Hank Johnson,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,6
Ivy Brown,Physics,WRITTEN_EXAM,Primer Parcial,Ej9,4
Charlie Red,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,5
Jack Blue,Physics,PRACTICAL_WORK,TP1,Ej1,8
Alice Gray,English,WRITTEN_EXAM,Segundo Parcial,Ej10,4
Kelly Azure,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej7,8
Kelly Black,Physics,WRITTEN_EXAM,Primer Parcial,Ej4,10
Olivia Magenta,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,5
Hank Indigo,Economics,WRITTEN_EXAM,Examen Final,Ej10,6
Hank Black,Economics,WRITTEN_EXAM,Examen Final,Ej1,1
Charlie Violet,Physics,WRITTEN_EXAM,Primer Parcial,Ej5,6
Kelly White,Art,FINAL_PRACTICAL_WORK,TP Final,Ej1,3
Dana Black,Chemistry,WRITTEN_EXAM,Segundo Parcial,Ej6,5
Frank Black,Geography,FINAL_PRACTICAL_WORK,TP3,Ej4,1
Bob Beige,Statistics,WRITTEN_EXAM,Primer Parcial,Ej6,4
Grace Purple,Chemistry,WRITTEN_EXAM,Examen Final,Ej4,1
Kelly Violet,Statistics,WRITTEN_EXAM,Primer Parcial,Ej9,3
Eve Gray,Computer Science,PRACTICAL_WORK,TP9,Ej1,8
Eve Gray,Mathematics,WRITTEN_EXAM,Examen Final,Ej10,7
Grace Beige,Geography,PRACTICAL_WORK,TP2,Ej3,2
Nick Orange,Geography,WRITTEN_EXAM,Examen Final,Ej6,10
Olivia Beige,Mathematics,WRITTEN_EXAM,Examen Final,Ej3,7
Nick Indigo,Chemistry,WRITTEN_EXAM,Primer Parcial,Ej6,8
Dana Blue,English,WRITTEN_EXAM,Primer Parcial,Ej18,9
Sam Magenta,Economics,WRITTEN_EXAM,Examen Final,Ej7,10
Mona Teal,Statistics,WRITTEN_EXAM,Examen Final,Ej7,1
Rita Black,Physics,WRITTEN_EXAM,Segundo Parcial,Ej7,10
Liam Pink,Statistics,WRITTEN_EXAM,Examen Final,Ej5,2
Dana Green,Geography,WRITTEN_EXAM,Examen Final,Ej9,6
Ivy Purple,Psychology,ORAL_EXAM,Segundo Parcial,Ej1,3
Alice Davis,English,WRITTEN_EXAM,Segundo Parcial,Ej17,7
Grace Violet,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej3,5
Bob Azure,Physics,WRITTEN_EXAM,Segundo Parcial,Ej6,8
Olivia Blue,Biology,WRITTEN_EXAM,Examen Final,Ej9,4
Liam Teal,Physics,FINAL_PRACTICAL_WORK,TP3,Ej1,0
Bob Purple,Art,PRACTICAL_WORK,TP10,Ej1,6
Frank Indigo,Biology,WRITTEN_EXAM,Segundo Parcial,Ej3,8
Mona Violet,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,3
Frank Green,Statistics,WRITTEN_EXAM,Segundo Parcial,Ej6,7
Bob Indigo,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej9,7
Paul Yellow,English,WRITTEN_EXAM,Primer Parcial,Ej15,2
Sam Magenta,Physics,WRITTEN_EXAM,Examen Final,Ej5,0
Frank Orange,Geography,PRACTICAL_WORK,TP3,Ej4,7
Bob Green,Mathematics,PRACTICAL_WORK,TP2,Ej1,2
Kelly Green,Economics,WRITTEN_EXAM,Examen Final,Ej3,8
Liam Orange,Art,PRACTICAL_WORK,TP5,Ej1,9
Eve Violet,Statistics,WRITTEN_EXAM,Examen Final,Ej3,4
Sam Brown,Mathematics,WRITTEN_EXAM,Segundo Parcial,Ej2,2
Bob Gray,Mathematics,WRITTEN_EXAM,Examen Final,Ej9,8
Liam Davis,English,WRITTEN_EXAM,Primer Parcial,Ej11,2
Sam Red,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej3,9
Grace Blue,Music,PRACTICAL_WORK,TP3,Ej1,6
Kelly Brown,Physics,WRITTEN_EXAM,Examen Final,Ej1,10
Grace Brown,Physics,PRACTICAL_WORK,TP1,Ej2,7
Olivia Orange,English,WRITTEN_EXAM,Segundo Parcial,Ej10,0
Quincy Brown,Physics,FINAL_PRACTICAL_WORK,TP3,Ej4,10
Olivia Purple,Biology,WRITTEN_EXAM,Examen Final,Ej6,4
Dana Violet,Statistics,WRITTEN_EXAM,Primer Parcial,Ej10,8
Paul White,Mathematics,PRACTICAL_WORK,TP3,Ej2,8
Eve Teal,Physics,WRITTEN_EXAM,Examen Final,Ej10,5
Mona Pink,Chemistry,WRITTEN_EXAM,Examen Final,Ej1,9
Dana Johnson,Physics,WRITTEN_EXAM,Primer Parcial,Ej1,6
Sam Azure,Geography,PRACTICAL_WORK,TP4,Ej2,9
Sam Teal,Chemistry,WRITTEN_EXAM,Examen Final,Ej6,6
Mona Cyan,Computer Science,FINAL_PRACTICAL_WORK,TP Final,Ej3,4
Mona Gray,Geography,PRACTICAL_WORK,TP1,Ej3,5
Sam Orange,Mathematics,WRITTEN_EXAM,Examen Final,Ej2,10
Ivy Brown,Computer Science,PRACTICAL_WORK,TP3,Ej1,6
Nick Johnson,Economics,WRITTEN_EXAM,Examen Final,Ej7,1
Rita Brown,Psychology,ORAL_EXAM,Examen Final,Ej1,3
